Boro,Apartment,Story,Class,OrderNumber,CurrentStatus
BRONX,,977,B,539,VIOLATION CLOSED
BROOKLYN,TOPFL,2,B,801,VIOLATION CLOSED
BRONX,,,A,529,VIOLATION CLOSED
BRONX,,0,C,852,VIOLATION CLOSED
MANHATTAN,32,3,C,583,VIOLATION CLOSED
BROOKLYN,1 FL.,1,B,810,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,5E,5,B,1503,VIOLATION CLOSED
BROOKLYN,2R,2,B,569,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,4F,4,A,556,VIOLATION DISMISSED
BRONX,20E,20,B,598,VIOLATION CLOSED
BROOKLYN,2FL,2,B,868,VIOLATION CLOSED
BRONX,1G,1,B,1502,VIOLATION CLOSED
BROOKLYN,C,2,B,702,VIOLATION CLOSED
MANHATTAN,54,5,A,556,VIOLATION CLOSED
BROOKLYN,2I,2,B,568,NOT COMPLIED WITH
QUEENS,1C,1,A,556,NOT COMPLIED WITH
QUEENS,4R,4,B,702,VIOLATION CLOSED
STATEN ISLAND,PH,1,B,809,NOV SENT OUT
MANHATTAN,BLDG,0,C,567,NOV SENT OUT
QUEENS,4A,4,B,508,VIOLATION CLOSED
BROOKLYN,,999,B,530,NOV SENT OUT
MANHATTAN,66,6,B,501,VIOLATION CLOSED
BRONX,4G,4,C,742,VIOLATION CLOSED
MANHATTAN,5A,5,A,556,NOT COMPLIED WITH
MANHATTAN,5W,5,C,617,DEFECT LETTER ISSUED
BRONX,GRDFL,1,A,501,NOV SENT OUT
BRONX,4,1,B,1502,VIOLATION CLOSED
MANHATTAN,4B,4,B,530,NOT COMPLIED WITH
BRONX,,4,B,505,VIOLATION CLOSED
STATEN ISLAND,PH,1,B,805,NOV SENT OUT
BRONX,6L,6,B,1502,VIOLATION CLOSED
QUEENS,601,6,B,521,VIOLATION CLOSED
BRONX,6N,6,B,583,VIOLATION CLOSED
BROOKLYN,3A,3,B,583,VIOLATION CLOSED
BRONX,1703,17,B,568,NOV SENT OUT
BRONX,7,2,A,556,VIOLATION CLOSED
BROOKLYN,J,3,B,526,NOV SENT OUT
BRONX,5G,5,B,530,VIOLATION CLOSED
BRONX,2D,2,C,612,VIOLATION CLOSED
BROOKLYN,3R,3,C,617,VIOLATION CLOSED
BRONX,2,2,B,501,VIOLATION CLOSED
MANHATTAN,5D,5,B,501,VIOLATION CLOSED
BROOKLYN,B3,2,B,702,VIOLATION CLOSED
BROOKLYN,1B,1,B,501,VIOLATION CLOSED
BROOKLYN,1R,,A,491,VIOLATION CLOSED
BRONX,,3,B,505,VIOLATION CLOSED
MANHATTAN,4J,5,B,598,NOT COMPLIED WITH
BRONX,,,B,502,VIOLATION CLOSED
BROOKLYN,F3,6,B,577,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
MANHATTAN,,,B,686,NOT COMPLIED WITH
MANHATTAN,3,1,C,790,VIOLATION CLOSED
BROOKLYN,B2,2,B,505,VIOLATION CLOSED
STATEN ISLAND,2R,2,C,505,VIOLATION CLOSED
BROOKLYN,2,2,B,1502,VIOLATION CLOSED
BROOKLYN,5D,4,B,507,NOV SENT OUT
MANHATTAN,4F,4,B,508,VIOLATION CLOSED
BRONX,5D,4,A,556,VIOLATION CLOSED
BROOKLYN,4,1,B,1502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,D1,4,B,530,VIOLATION CLOSED
QUEENS,5G,5,B,508,NOV SENT OUT
BRONX,1C,1,B,530,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4B,4,C,790,VIOLATION CLOSED
BRONX,3B,0,C,616,VIOLATION CLOSED
BRONX,4I,4,B,1503,VIOLATION CLOSED
BRONX,20E,20,A,556,NOT COMPLIED WITH
BROOKLYN,6L,6,B,598,VIOLATION CLOSED
MANHATTAN,33D,3,B,702,VIOLATION CLOSED
BROOKLYN,2R,2,C,507,VIOLATION CLOSED
BROOKLYN,1R,1,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,2H,3,B,510,VIOLATION CLOSED
BRONX,3B,3,A,556,NOT COMPLIED WITH
BRONX,3E,3,B,508,VIOLATION CLOSED
MANHATTAN,51,5,B,502,VIOLATION CLOSED
MANHATTAN,14,4,B,702,VIOLATION CLOSED
MANHATTAN,14,4,B,1502,VIOLATION CLOSED
BRONX,5F,5,B,505,VIOLATION DISMISSED
BROOKLYN,D11,4,B,1502,VIOLATION CLOSED
STATEN ISLAND,,1,C,805,VIOLATION CLOSED
BROOKLYN,4A,4,B,526,VIOLATION CLOSED
BRONX,A2,1,C,550,VIOLATION CLOSED
BROOKLYN,B15,2,B,702,VIOLATION CLOSED
BROOKLYN,1FL,1,B,550,VIOLATION CLOSED
BROOKLYN,1,1,B,808,VIOLATION REOPEN
BRONX,1B,2,A,554,NOT COMPLIED WITH
BROOKLYN,1R,1,C,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,4F,5,B,578,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,C5,2,A,554,VIOLATION CLOSED
BROOKLYN,C1,3,C,790,VIOLATION CLOSED
BRONX,A2,1,B,550,VIOLATION CLOSED
BROOKLYN,2L,2,B,509,NOT COMPLIED WITH
BRONX,3D,3,A,502,VIOLATION CLOSED
MANHATTAN,,1,B,509,VIOLATION CLOSED
MANHATTAN,3L,3,B,502,VIOLATION CLOSED
BROOKLYN,D1,4,B,550,VIOLATION CLOSED
MANHATTAN,41,4,B,570,NOV SENT OUT
BRONX,1A,1,B,579,VIOLATION CLOSED
MANHATTAN,2B,2,C,790,VIOLATION CLOSED
BRONX,,1,A,778,VIOLATION CLOSED
BROOKLYN,2B,2,B,505,NOV SENT OUT
MANHATTAN,17,5,B,502,VIOLATION CLOSED
QUEENS,1G,1,B,502,VIOLATION CLOSED
QUEENS,109,1,B,501,NOV SENT OUT
MANHATTAN,64,6,C,617,DEFECT LETTER ISSUED
BROOKLYN,3A,3,B,502,VIOLATION CLOSED
QUEENS,2L,2,C,617,VIOLATION CLOSED
BRONX,3D,3,A,506,VIOLATION CLOSED
BRONX,5C,5,A,505,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,5E,5,C,508,VIOLATION CLOSED
MANHATTAN,6L,6,B,508,VIOLATION CLOSED
BROOKLYN,2RR,2,C,507,VIOLATION CLOSED
QUEENS,4T,4,B,508,VIOLATION CLOSED
BROOKLYN,1F,1,A,554,VIOLATION CLOSED
QUEENS,1B,1,B,501,VIOLATION CLOSED
BRONX,,5,B,683,VIOLATION CLOSED
MANHATTAN,12E,12,B,508,NOV SENT OUT
BRONX,5E,5,B,505,VIOLATION CLOSED
BRONX,4G,4,B,583,VIOLATION CLOSED
BRONX,3H,3,A,556,NOV SENT OUT
BRONX,1G,1,B,550,VIOLATION CLOSED
QUEENS,4C,4,B,568,NOV SENT OUT
BROOKLYN,1,1,A,556,VIOLATION CLOSED
BRONX,3,2,B,509,NOV SENT OUT
BROOKLYN,4L,4,B,502,VIOLATION CLOSED
QUEENS,2FL,2,C,806,VIOLATION CLOSED
BRONX,5D,5,A,556,VIOLATION CLOSED
QUEENS,7A,6,B,507,NOV SENT OUT
BRONX,2G,2,B,566,VIOLATION CLOSED
BROOKLYN,,0,B,501,VIOLATION CLOSED
BRONX,2A,2,B,649,NOV SENT OUT
BROOKLYN,B1,2,B,506,VIOLATION CLOSED
BRONX,1K,1,B,526,VIOLATION CLOSED
BROOKLYN,2D,2,B,509,VIOLATION CLOSED
BROOKLYN,1STFL,1,B,1502,VIOLATION CLOSED
BRONX,1E,1,B,502,NOV SENT OUT
BRONX,5B,5,B,550,VIOLATION CLOSED
MANHATTAN,,999,C,502,VIOLATION CLOSED
BROOKLYN,1,1,B,1502,VIOLATION CLOSED
BRONX,18,4,A,501,VIOLATION CLOSED
MANHATTAN,,999,B,530,VIOLATION CLOSED
BROOKLYN,2R,2,C,617,VIOLATION CLOSED
STATEN ISLAND,2FL,2,C,805,VIOLATION CLOSED
BROOKLYN,1,1,C,526,NOV CERTIFIED LATE
QUEENS,6R,6,B,507,NOV SENT OUT
MANHATTAN,,1,B,504,VIOLATION CLOSED
QUEENS,,1,B,502,VIOLATION CLOSED
BRONX,2D,2,B,508,VIOLATION CLOSED
BRONX,1C,1,C,670,VIOLATION CLOSED
BROOKLYN,1A,1,B,810,VIOLATION CLOSED
BRONX,P2,1,B,502,VIOLATION CLOSED
QUEENS,,999,A,529,VIOLATION CLOSED
QUEENS,4T,4,B,502,VIOLATION CLOSED
BROOKLYN,2FL,2,B,801,VIOLATION CLOSED
BRONX,4L,4,B,702,NOT COMPLIED WITH
QUEENS,1R,1,C,617,VIOLATION CLOSED
BROOKLYN,,966,B,505,VIOLATION CLOSED
BROOKLYN,1,1,B,808,VIOLATION CLOSED
BROOKLYN,2FL,2,B,801,VIOLATION CLOSED
BRONX,2C,2,B,508,VIOLATION CLOSED
BRONX,6H,6,B,508,NOV CERTIFIED LATE
BROOKLYN,,966,A,556,NOV SENT OUT
BROOKLYN,2C,2,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4,1,B,1503,VIOLATION CLOSED
BROOKLYN,,0,B,502,NOV SENT OUT
MANHATTAN,15,5,B,506,NOV SENT OUT
BRONX,2G,2,B,579,VIOLATION CLOSED
BROOKLYN,2I,2,A,509,VIOLATION CLOSED
BRONX,2C,4,C,617,DEFECT LETTER ISSUED
BRONX,4D,4,B,501,VIOLATION CLOSED
BRONX,20E,20,B,508,NOT COMPLIED WITH
BROOKLYN,11,3,B,501,NOV SENT OUT
BRONX,4L,4,B,579,NOT COMPLIED WITH
MANHATTAN,BSMT,1,C,618,SECOND NO ACCESS TO RE-INSPECT VIOLATION
BROOKLYN,6N,6,B,702,VIOLATION CLOSED
BROOKLYN,,,A,502,VIOLATION CLOSED
MANHATTAN,1D,1,C,502,VIOLATION CLOSED
MANHATTAN,5C,5,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,6F,6,B,702,VIOLATION CLOSED
MANHATTAN,5B,5,C,616,VIOLATION CLOSED
BRONX,5F,5,A,556,VIOLATION DISMISSED
BROOKLYN,,999,B,552,VIOLATION CLOSED
BRONX,Z1,1,B,569,VIOLATION CLOSED
BROOKLYN,2R,2,B,579,NOV SENT OUT
MANHATTAN,3,1,C,616,VIOLATION CLOSED
BROOKLYN,3,3,B,702,VIOLATION CLOSED
QUEENS,5G,5,B,508,INVALID CERTIFICATION
BROOKLYN,2L,2,C,617,VIOLATION CLOSED
BROOKLYN,3C,3,B,702,VIOLATION CLOSED
BROOKLYN,C4,3,B,508,VIOLATION CLOSED
QUEENS,8C,3,A,556,VIOLATION CLOSED
BRONX,3F,3,C,617,DEFECT LETTER ISSUED
MANHATTAN,26,,C,555,FIRST NO ACCESS TO RE- INSPECT VIOLATION
MANHATTAN,32,3,C,583,VIOLATION CLOSED
BRONX,2C,4,B,508,VIOLATION CLOSED
BROOKLYN,4C,4,B,1503,NOV SENT OUT
BROOKLYN,6A,6,B,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,2E,2,C,550,VIOLATION CLOSED
BROOKLYN,6F,6,B,1503,VIOLATION CLOSED
BRONX,6N,6,B,568,VIOLATION CLOSED
MANHATTAN,32,3,C,550,VIOLATION CLOSED
MANHATTAN,,0,B,686,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,,-999,C,501,VIOLATION CLOSED
BRONX,3,1,B,508,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,1F,1,B,702,VIOLATION DISMISSED
BROOKLYN,1F,1,B,508,VIOLATION DISMISSED
MANHATTAN,,1,C,501,VIOLATION CLOSED
STATEN ISLAND,1,1,C,988,VIOLATION DISMISSED
BROOKLYN,5C,5,B,569,VIOLATION CLOSED
MANHATTAN,5C,5,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,966,B,530,VIOLATION CLOSED
QUEENS,3F,3,A,556,VIOLATION CLOSED
BRONX,11,3,B,530,VIOLATION DISMISSED
BROOKLYN,B8,2,A,594,VIOLATION CLOSED
BRONX,,-999,B,538,VIOLATION CLOSED
BRONX,,Yards / Courts,B,686,VIOLATION CLOSED
BROOKLYN,F11,6,A,556,VIOLATION CLOSED
QUEENS,1F,1,A,529,VIOLATION CLOSED
QUEENS,4T,4,B,501,VIOLATION CLOSED
BROOKLYN,,0,B,684,NOV SENT OUT
BRONX,,0,B,506,VIOLATION CLOSED
MANHATTAN,52,5,A,554,NOT COMPLIED WITH
BRONX,3B,3,B,530,VIOLATION CLOSED
BRONX,3A,3,B,583,VIOLATION DISMISSED
BRONX,4G,4,B,583,VIOLATION CLOSED
MANHATTAN,4A,4,B,508,VIOLATION CLOSED
MANHATTAN,24A,2,B,702,VIOLATION CLOSED
STATEN ISLAND,1,1,B,808,NOV SENT OUT
BRONX,3D,3,A,502,VIOLATION CLOSED
BROOKLYN,2,1,B,808,VIOLATION CLOSED
BRONX,E3,5,B,550,VIOLATION CLOSED
BROOKLYN,5F,5,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,4G,4,B,550,VIOLATION CLOSED
BROOKLYN,,-2,C,672,VIOLATION CLOSED
BRONX,5C,5,B,566,VIOLATION CLOSED
BRONX,4,1,A,556,VIOLATION CLOSED
BRONX,5F,5,B,502,VIOLATION CLOSED
BRONX,,2,C,502,VIOLATION CLOSED
MANHATTAN,6C,6,A,508,VIOLATION CLOSED
MANHATTAN,3A,3,B,508,VIOLATION DISMISSED
MANHATTAN,,977,B,539,VIOLATION CLOSED
QUEENS,32D,2,B,1503,NOV SENT OUT
BROOKLYN,2F,2,C,579,VIOLATION CLOSED
BRONX,1E,1,B,579,VIOLATION CLOSED
BROOKLYN,12B,2,A,508,VIOLATION CLOSED
BRONX,,3,B,683,VIOLATION CLOSED
BROOKLYN,8,4,B,508,NOV SENT OUT
MANHATTAN,53,5,C,616,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,1,,B,501,VIOLATION CLOSED
MANHATTAN,,0,B,502,VIOLATION CLOSED
BROOKLYN,,2,C,502,NOT COMPLIED WITH
BROOKLYN,2B,2,B,1502,VIOLATION CLOSED
BROOKLYN,3R,3,B,507,VIOLATION DISMISSED
MANHATTAN,19,5,B,508,VIOLATION CLOSED
BROOKLYN,7D,4,B,510,NOV CERTIFIED LATE
MANHATTAN,4D,4,B,568,VIOLATION DISMISSED
BRONX,4G,4,B,508,VIOLATION CLOSED
MANHATTAN,4E,,B,649,VIOLATION CLOSED
BROOKLYN,1L,1,A,491,NOT COMPLIED WITH
QUEENS,,0,B,686,VIOLATION CLOSED
MANHATTAN,,1,C,505,VIOLATION CLOSED
BROOKLYN,B1,2,B,583,VIOLATION CLOSED
MANHATTAN,4,3,C,508,VIOLATION CLOSED
MANHATTAN,5B,5,C,616,VIOLATION CLOSED
QUEENS,,-1,B,505,VIOLATION CLOSED
MANHATTAN,17,5,B,508,VIOLATION CLOSED
STATEN ISLAND,1,1,C,970,VIOLATION CLOSED
BROOKLYN,TOPFL,3,B,1503,NOV SENT OUT
MANHATTAN,,1,A,556,VIOLATION CLOSED
BRONX,5G,5,B,550,VIOLATION CLOSED
BROOKLYN,B9,2,B,568,VIOLATION CLOSED
BROOKLYN,4A,4,B,501,NOT COMPLIED WITH
BRONX,2B,2,B,1502,VIOLATION CLOSED
BROOKLYN,2FL,2,B,1502,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
BRONX,5C,5,B,508,VIOLATION CLOSED
QUEENS,1C,1,B,502,VIOLATION CLOSED
BRONX,9,1,B,1503,INVALID CERTIFICATION
BRONX,6,3,C,583,VIOLATION CLOSED
MANHATTAN,2W,2,B,550,VIOLATION CLOSED
BRONX,2C,2,B,502,VIOLATION CLOSED
BROOKLYN,C3,3,B,505,VIOLATION CLOSED
BROOKLYN,6,3,B,507,VIOLATION CLOSED
BRONX,2,1,B,502,NOT COMPLIED WITH
BROOKLYN,2,2,B,808,VIOLATION CLOSED
BROOKLYN,2R,2,B,502,NOT COMPLIED WITH
BRONX,20E,20,B,579,VIOLATION CLOSED
MANHATTAN,12A,5,B,501,VIOLATION CLOSED
BRONX,6F,6,A,501,VIOLATION CLOSED
BRONX,4,1,B,569,VIOLATION CLOSED
MANHATTAN,2F,3,B,501,VIOLATION CLOSED
BRONX,51,5,A,554,VIOLATION CLOSED
BRONX,2C,4,C,617,DEFECT LETTER ISSUED
MANHATTAN,,1,A,722,VIOLATION CLOSED
BRONX,5F,5,B,501,VIOLATION DISMISSED
BROOKLYN,2R,2,C,583,VIOLATION DISMISSED
MANHATTAN,18,4,B,1503,VIOLATION DISMISSED
BROOKLYN,,0,B,509,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
MANHATTAN,135,3,B,508,NOV SENT OUT
BRONX,5A,5,A,506,VIOLATION CLOSED
BRONX,,1,B,502,NOT COMPLIED WITH
MANHATTAN,14,4,B,576,VIOLATION CLOSED
BRONX,1B,1,A,556,VIOLATION CLOSED
MANHATTAN,5B,5,B,579,VIOLATION CLOSED
BROOKLYN,3B,,B,510,VIOLATION CLOSED
BRONX,4D,4,B,1502,VIOLATION CLOSED
BROOKLYN,,0,B,502,NOV SENT OUT
BRONX,3B,0,C,616,VIOLATION CLOSED
BRONX,9,1,B,569,INVALID CERTIFICATION
BRONX,1F,1,C,689,VIOLATION CLOSED
BRONX,5D,5,A,501,NOV CERTIFIED ON TIME
BROOKLYN,2ND,2,C,970,VIOLATION CLOSED
BRONX,2A,2,B,508,VIOLATION CLOSED
BROOKLYN,C3,3,B,583,VIOLATION CLOSED
MANHATTAN,3E,3,C,616,VIOLATION CLOSED
BROOKLYN,TOPFL,3,C,508,VIOLATION CLOSED
BROOKLYN,4L,4,B,508,NOV SENT OUT
BRONX,2G,2,B,508,VIOLATION DISMISSED
BROOKLYN,B7,2,B,550,VIOLATION CLOSED
BROOKLYN,1L,1,A,556,NOT COMPLIED WITH
BRONX,2C,4,B,508,VIOLATION CLOSED
MANHATTAN,,0,B,502,VIOLATION CLOSED
BROOKLYN,1L,1,A,556,VIOLATION CLOSED
BROOKLYN,3C,3,B,501,VIOLATION CLOSED
BRONX,4D,4,B,508,VIOLATION CLOSED
BRONX,4C,4,B,702,NOV SENT OUT
BROOKLYN,4,3,B,501,VIOLATION CLOSED
QUEENS,1,1,B,877,VIOLATION DISMISSED
BRONX,2A,2,B,508,VIOLATION CLOSED
QUEENS,,-2,B,1061,INVALID CERTIFICATION
BRONX,2C,4,B,583,VIOLATION CLOSED
BRONX,1B,2,B,579,VIOLATION CLOSED
BRONX,18,4,C,790,VIOLATION CLOSED
BROOKLYN,B4,2,C,505,VIOLATION CLOSED
QUEENS,4J,4,B,1502,VIOLATION CLOSED
STATEN ISLAND,1,1,A,856,NOV SENT OUT
BRONX,5G,5,B,508,VIOLATION CLOSED
BROOKLYN,TOPFL,3,B,702,NOV SENT OUT
MANHATTAN,20,6,B,507,VIOLATION CLOSED
QUEENS,4A,4,B,501,VIOLATION CLOSED
BRONX,1D,1,C,790,VIOLATION CLOSED
BRONX,1G,1,B,569,VIOLATION CLOSED
QUEENS,1F,1,B,508,VIOLATION CLOSED
MANHATTAN,5W,5,C,550,VIOLATION CLOSED
QUEENS,2FL,2,B,801,VIOLATION CLOSED
BROOKLYN,C1,3,B,688,VIOLATION CLOSED
BRONX,3,1,A,554,VIOLATION CLOSED
MANHATTAN,52,5,A,554,VIOLATION CLOSED
BROOKLYN,F4,,B,521,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2B,1,B,583,VIOLATION REOPEN
BROOKLYN,112,1,B,501,VIOLATION CLOSED
BRONX,,-999,B,501,VIOLATION CLOSED
BROOKLYN,C6,3,A,692,VIOLATION CLOSED
MANHATTAN,3,2,B,502,VIOLATION CLOSED
BROOKLYN,4C,4,B,506,VIOLATION CLOSED
BROOKLYN,,0,B,686,VIOLATION CLOSED
MANHATTAN,135,3,B,1503,NOV SENT OUT
BRONX,6N,6,B,508,VIOLATION CLOSED
MANHATTAN,5B,5,A,554,VIOLATION CLOSED
BRONX,,5,B,683,VIOLATION CLOSED
BRONX,3A,3,B,508,VIOLATION WILL BE REINSPECTED
BROOKLYN,2,1,B,808,VIOLATION CLOSED
BROOKLYN,3R,3,B,566,NOT COMPLIED WITH
BRONX,,-1,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,C2,3,A,556,VIOLATION DISMISSED
BRONX,5B,5,B,502,VIOLATION CLOSED
BROOKLYN,4C,4,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,5A,5,B,505,VIOLATION CLOSED
BROOKLYN,,977,B,513,NOV SENT OUT
BROOKLYN,D6,4,A,501,VIOLATION CLOSED
BRONX,,999,A,556,VIOLATION CLOSED
BROOKLYN,C1,3,B,579,VIOLATION CLOSED
BRONX,2K,2,B,501,VIOLATION CLOSED
MANHATTAN,5,1,C,583,VIOLATION CLOSED
BRONX,4B,4,B,505,VIOLATION DISMISSED
BRONX,2,1,B,550,VIOLATION CLOSED
BRONX,,999,B,502,NOV CERTIFIED LATE
BRONX,1F,1,A,556,VIOLATION CLOSED
QUEENS,2FL,2,B,808,NOT COMPLIED WITH
BROOKLYN,6,3,B,501,VIOLATION CLOSED
BROOKLYN,1,1,B,1502,VIOLATION CLOSED
BROOKLYN,B22,2,A,529,VIOLATION DISMISSED
MANHATTAN,1,2,A,502,NOV SENT OUT
BROOKLYN,5B,5,B,506,VIOLATION CLOSED
BROOKLYN,3C,3,C,526,VIOLATION CLOSED
MANHATTAN,,1,B,502,VIOLATION CLOSED
MANHATTAN,5B,5,B,550,VIOLATION CLOSED
BRONX,1B,1,B,502,NOT COMPLIED WITH
MANHATTAN,3C,3,B,583,NOV SENT OUT
MANHATTAN,46,4,C,790,VIOLATION CLOSED
BRONX,6K,6,B,569,NOV SENT OUT
BROOKLYN,,-2,C,501,NOV SENT OUT
BRONX,,1,A,556,VIOLATION CLOSED
MANHATTAN,F,1,A,692,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,-1,C,672,VIOLATION CLOSED
MANHATTAN,9,,A,529,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,6,3,A,502,VIOLATION CLOSED
BRONX,20E,20,B,502,NOT COMPLIED WITH
BROOKLYN,,2,A,856,VIOLATION DISMISSED
MANHATTAN,3B,3,B,1503,VIOLATION CLOSED
MANHATTAN,,1,C,509,VIOLATION CLOSED
BRONX,3E,3,B,570,VIOLATION CLOSED
BROOKLYN,TOPFL,2,B,802,VIOLATION CLOSED
QUEENS,5,3,C,507,VIOLATION CLOSED
QUEENS,KK,-2,A,556,NOT COMPLIED WITH
MANHATTAN,41,4,B,702,VIOLATION DISMISSED
BRONX,,All Stories,C,688,VIOLATION CLOSED
BROOKLYN,2FL,-999,B,879,VIOLATION CLOSED
BRONX,5J,5,B,508,VIOLATION CLOSED
BROOKLYN,4,3,B,579,VIOLATION CLOSED
BROOKLYN,1I,2,B,508,VIOLATION CLOSED
STATEN ISLAND,,0,C,810,NOV SENT OUT
BRONX,18,4,A,554,VIOLATION CLOSED
BROOKLYN,2,1,B,801,VIOLATION CLOSED
MANHATTAN,2A,2,B,583,VIOLATION CLOSED
BROOKLYN,2F,2,B,530,VIOLATION DISMISSED
MANHATTAN,5E,5,C,790,VIOLATION CLOSED
BRONX,4C,4,B,1503,NOV SENT OUT
BROOKLYN,3,3,B,507,VIOLATION CLOSED
MANHATTAN,5C,5,B,530,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,-999,B,502,VIOLATION CLOSED
MANHATTAN,3E,3,C,616,VIOLATION CLOSED
BROOKLYN,B7,2,B,501,VIOLATION CLOSED
BRONX,6G,6,B,501,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2A,2,B,530,VIOLATION DISMISSED
BROOKLYN,3B,3,C,502,VIOLATION CLOSED
BRONX,3B,3,B,569,VIOLATION CLOSED
BROOKLYN,2FL,2,B,807,VIOLATION CLOSED
BROOKLYN,3L,,B,502,VIOLATION CLOSED
BRONX,,1,B,504,NOT COMPLIED WITH
BRONX,1E,1,A,556,VIOLATION CLOSED
BROOKLYN,2R,2,C,790,VIOLATION CLOSED
MANHATTAN,5B,5,B,501,VIOLATION CLOSED
BROOKLYN,4B,4,A,556,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,1F,1,C,616,VIOLATION CLOSED
QUEENS,2FRONT,2,B,809,VIOLATION WILL BE REINSPECTED
BRONX,4A,,B,505,VIOLATION CLOSED
BRONX,2B,2,B,502,VIOLATION CLOSED
MANHATTAN,,966,A,484,VIOLATION CLOSED
BROOKLYN,2,,B,510,VIOLATION CLOSED
BROOKLYN,5H,5,C,508,NOT COMPLIED WITH
BROOKLYN,3C,3,A,556,VIOLATION CLOSED
MANHATTAN,5,2,B,1503,NOV SENT OUT
MANHATTAN,23,2,A,554,VIOLATION CLOSED
MANHATTAN,4J,5,C,508,NOT COMPLIED WITH
BROOKLYN,1,1,B,568,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,2R,2,A,529,INVALID CERTIFICATION
MANHATTAN,41,4,C,617,VIOLATION CLOSED
QUEENS,1K,1,B,506,VIOLATION CLOSED
BROOKLYN,7D,4,C,502,VIOLATION CLOSED
MANHATTAN,41,4,C,617,VIOLATION CLOSED
BROOKLYN,6A,6,B,507,VIOLATION CLOSED
BRONX,,1,C,501,NOV SENT OUT
BRONX,5F,5,B,505,VIOLATION CLOSED
MANHATTAN,3,1,C,583,VIOLATION CLOSED
BRONX,1G,1,B,530,VIOLATION CLOSED
MANHATTAN,,966,A,708,VIOLATION CLOSED
BROOKLYN,3,,B,508,VIOLATION CLOSED
QUEENS,1F,1,A,501,VIOLATION CLOSED
BROOKLYN,,977,B,658,VIOLATION REOPEN
BROOKLYN,4,3,B,579,VIOLATION CLOSED
BROOKLYN,2-G,2,B,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,1,B,802,VIOLATION CLOSED
BROOKLYN,1J,1,A,529,VIOLATION CLOSED
BROOKLYN,,1,B,552,VIOLATION CLOSED
BROOKLYN,1,1,B,550,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BRONX,,966,B,505,VIOLATION CLOSED
BRONX,3,1,C,502,FIRST NO ACCESS TO RE- INSPECT VIOLATION
BROOKLYN,,6,B,506,VIOLATION CLOSED
STATEN ISLAND,9C,9,B,569,NOT COMPLIED WITH
BROOKLYN,,977,B,539,INVALID CERTIFICATION
BRONX,3B,3,B,501,VIOLATION CLOSED
BROOKLYN,4G,,C,555,VIOLATION CLOSED
BRONX,5D,5,B,1502,VIOLATION CLOSED
QUEENS,5G,5,B,1503,INVALID CERTIFICATION
MANHATTAN,2,2,A,583,VIOLATION DISMISSED
MANHATTAN,,-1,C,672,VIOLATION CLOSED
BROOKLYN,6G,6,B,506,VIOLATION CLOSED
QUEENS,308,3,A,556,VIOLATION CLOSED
BRONX,4,1,A,556,VIOLATION CLOSED
BROOKLYN,B5,2,B,506,FIRST NO ACCESS TO RE- INSPECT VIOLATION
QUEENS,1R,1,A,556,VIOLATION CLOSED
BRONX,2M,2,A,583,VIOLATION CLOSED
BRONX,1I,1,B,583,VIOLATION CLOSED
BRONX,,4,B,502,VIOLATION DISMISSED
BRONX,,1,C,526,NOT COMPLIED WITH
BROOKLYN,1A,1,B,807,VIOLATION CLOSED
BROOKLYN,1R,1,C,510,VIOLATION REOPEN
MANHATTAN,,966,B,502,NOV SENT OUT
